,artist_name,origin
12649,Mike Chung,Surrey
12650,Earl Sixteen,Surrey
12651,Fastlane,Surrey
12652,Tyber Cranstoun,Surrey
12653,Lol Tolhurst,Surrey
12654,The Steal,Surrey
12655,Lost Cherrees,Surrey
12656,The Nashville Teens,Surrey
12657,Mo Foster,Surrey
12658,Ross Phillips,Surrey
12659,Meet Me In St. Louis,Surrey
12660,Timbaland,Virginia Beach
12661,Pharrell Williams,Virginia Beach
12662,Clipse,Virginia Beach
12663,N*E*R*D,Virginia Beach
12664,The Neptunes,Virginia Beach
12665,Arsis,Virginia Beach
12666,Nate Hills,Virginia Beach
12667,Re-Up Gang,Virginia Beach
12668,Bloody Sunday,Virginia Beach
12669,Diamond Head,Stourbridge
12670,Pop Will Eat Itself,Stourbridge
12671,Ned's Atomic Dustbin,Stourbridge
12672,Fretblanket,Stourbridge
12673,Witchfinder General,Stourbridge
12674,Sarah McLachlan,City of Halifax
12675,April Wine,City of Halifax
12676,Jay Ferguson,City of Halifax
12677,Ridley Bent,City of Halifax
12678,Scott Storch,City of Halifax
12679,Holly Cole,City of Halifax
12680,Andrew Scott,City of Halifax
12681,Chris Murphy,City of Halifax
12682,The Guthries,City of Halifax
12683,Dog Day,City of Halifax
12684,Black Sun Empire,Utrecht
12685,Urban Dance Squad,Utrecht
12686,Birgit Schuurman,Utrecht
12687,Bong-Ra,Utrecht
12688,Room Eleven,Utrecht
12689,Detonation,Utrecht
12690,The Horrors,Southend-on-Sea
12691,Switches,Southend-on-Sea
12692,Get Cape. Wear Cape. Fly,Southend-on-Sea
12693,Tina Cousins,Southend-on-Sea
12694,Rhys Webb,Southend-on-Sea
12695,Lee Mead,Southend-on-Sea
12696,Baddies,Southend-on-Sea
12697,Coffin Joe,Southend-on-Sea
12698,These New Puritans,Southend-on-Sea
12699,N-Joi,Southend-on-Sea
12700,Junkboy,Southend-on-Sea
12701,Theoretical Girl,Southend-on-Sea
12702,The Hamsters,Southend-on-Sea
12703,Jimmy Cliff,Jamaica
12704,Canibus,Jamaica
12705,Lee “Scratch” Perry,Jamaica
12706,Peter Tosh,Jamaica
12707,Bob Marley & The Wailers,Jamaica
12708,Sean Paul,Jamaica
12709,Toots & the Maytals,Jamaica
12710,Heavy D,Jamaica
12711,Sean Kingston,Jamaica
12712,Shaggy,Jamaica
12713,Eek-a-Mouse,Jamaica
12714,Kool DJ Herc,Jamaica
12715,Toots Hibbert,Jamaica
12716,Boney M.,Jamaica
12717,Buju Banton,Jamaica
12718,Jepther McClymont,Jamaica
12719,Junior Reid,Jamaica
12720,Yellowman,Jamaica
12721,Shabba Ranks,Jamaica
12722,Gregory Isaacs,Jamaica
12723,DJ Clue,Jamaica
12724,Junior Marvin,Jamaica
12725,The Mighty Diamonds,Jamaica
12726,The Skatalites,Jamaica
12727,Don Carlos,Jamaica
12728,Barrington Levy,Jamaica
12729,Cutty Ranks,Jamaica
12730,Super Cat,Jamaica
12731,Black Uhuru,Jamaica
12732,Augustus Pablo,Jamaica
12733,Beenie Man,Jamaica
12734,Sly and Robbie,Jamaica
12735,Horace Andy,Jamaica
12736,Michael Rose,Jamaica
12737,Tanya Stephens,Jamaica
12738,Culture,Jamaica
12739,Earl Lindo,Jamaica
12740,Israel Vibration,Jamaica
12741,Joseph Hill,Jamaica
12742,Elephant Man,Jamaica
12743,Leroy Sibbles,Jamaica
12744,Bounty Killer,Jamaica
12745,Tami Chynn,Jamaica
12746,Sizzla,Jamaica
12747,Mavado,Jamaica
12748,Sasha,Jamaica
12749,Brick & Lace,Jamaica
12750,Ken Boothe,Jamaica
12751,Cham,Jamaica
12752,Wailers Band,Jamaica
12753,Vybz Kartel,Jamaica
12754,Tapper Zukie,Jamaica
12755,Wayne Wonder,Jamaica
12756,Sugar Minott,Jamaica
12757,Winston Grennan,Jamaica
12758,John Holt,Jamaica
12759,Lady Saw,Jamaica
12760,Coxsone Dodd,Jamaica
12761,Millie,Jamaica
12762,Jah Cure,Jamaica
12763,Scientist,Jamaica
12764,Quran Pender,Jamaica
12765,Yummy Bingham,Jamaica
12766,Sanchez,Jamaica
12767,Nyce,Jamaica
12768,Cocoa Tea,Jamaica
12769,Marcia Barrett,Jamaica
12770,Precious Wilson,Jamaica
12771,Kurtis Mantronik,Jamaica
12772,U Roy,Jamaica
12773,Little Roy,Jamaica
12774,Early B,Jamaica
12775,The Heptones,Jamaica
12776,Roy Samuel Reid,Jamaica
12777,The Wailers,Jamaica
12778,Errol Thompson,Jamaica
12779,Hortense Ellis,Jamaica
12780,Jackie Mittoo,Jamaica
12781,I Wayne,Jamaica
12782,T.O.K.,Jamaica
12783,Leroy Smart,Jamaica
12784,Maizie Williams,Jamaica
12785,Alaine Laughton,Jamaica
12786,Valentine Chin,Jamaica
12787,Professor Nuts,Jamaica
12788,Ward 21,Jamaica
12789,The Gladiators,Jamaica
12790,"Earl ""Chinna"" Smith",Jamaica
12791,Nitty Gritty,Jamaica
12792,Mad Cobra,Jamaica
12793,Ruby Turner,Jamaica
12794,Oswald Williams,Jamaica
12795,Buccaneer,Jamaica
12796,Lady G,Jamaica
12797,Count Matchuki,Jamaica
12798,Pinchers,Jamaica
12799,C1,Jamaica
12800,Tyrone Downie,Jamaica
12801,Jacob Miller,Jamaica
12802,"Alvin ""Seeco"" Patterson",Jamaica
12803,Glen Adams,Jamaica
12804,Dennis Alcapone,Jamaica
12805,Derrick Morgan,Jamaica
12806,Mr. Vegas,Jamaica
12807,Earl Sixteen,Jamaica
12808,Mike Chung,Jamaica
12809,Tommy McCook,Jamaica
12810,Ninjaman,Jamaica
12811,Eruption,Jamaica
12812,Carl Harvey,Jamaica
12813,Glen Brown,Jamaica
12814,Singers & Players,Jamaica
12815,Papa San,Jamaica
12816,Sheyla Bonnick,Jamaica
12817,Easy Star All-Stars,Jamaica
12818,Tony Rebel,Jamaica
12819,Black Chiney,Jamaica
12820,Gin Blossoms,Tempe
12821,Pollen,Tempe
12822,Roger Clyne & The Peacemakers,Tempe
12823,Psychostick,Tempe
12824,Lycia,Tempe
12825,Doug Hopkins,Tempe
12826,Ludwig van Beethoven,Cologne
12827,Nico,Cologne
12828,Cosmic Gate,Cologne
12829,CAN,Cologne
12830,Angela Gossow,Cologne
12831,Holger Czukay,Cologne
12832,Blank & Jones,Cologne
12833,Bap,Cologne
12834,Ayọ,Cologne
12835,Stefan Raab,Cologne
12836,Wise Guys,Cologne
12837,Muhabbet,Cologne
12838,Triumvirat,Cologne
12839,Bad Reputation,Cologne
12840,Nicolai Pfeffer,Cologne
12841,Urlaub In Polen,Cologne
12842,Regine Velasquez,Here
12843,Sandara Park,Here
12844,Michael V,Here
12845,Kyla,Here
12846,Rachelle Ann Go,Here
12847,Donna Cruz,Here
12848,Jamie Rivera,Here
12849,Louie Ocampo,Here
12850,Mari Nallos,Here
12851,Mel Villena,Here
12852,3rd Avenue,Here
12853,Martin Nievera,Here
12854,Rivermaya,Here
12855,Kitchie Nadal,Here
12856,Jaya,Here
12857,Pupil,Here
12858,Ariel Rivera,Here
12859,Karylle,Here
12860,Lani Misalucha,Here
12861,Pops Fernandez,Here
12862,Andrew E.,Here
12863,The Dawn,Here
12864,Mig Ayesa,Here
12865,Gary Valenciano,Here
12866,Rico Blanco,Here
12867,Zsa Zsa Padilla,Here
12868,Sam Concepcion,Here
12869,Itchyworms,Here
12870,Brownman Revival,Here
12871,Sexbomb Girls,Here
12872,Sophia Montecarlo,Here
12873,Lokomotiv,Here
12874,Dong Abay,Here
12875,Ramiele Malubay,Here
12876,Aicelle Santos,Here
12877,Hale,Here
12878,Simon Tan,Here
12879,Sugarfree,Here
12880,Barbie's Cradle,Here
12881,Yano,Here
12882,Teeth,Here
12883,Carabao,Here
12884,Chicosci,Here
12885,Up Dharma Down,Here
12886,Introvoys,Here
12887,Drip,Here
12888,Nyko Maca + Playground,Here
12889,Mat Kearney,Eugene
12890,Corin Tucker,Eugene
12891,Cherry Poppin' Daddies,Eugene
12892,Tracy Bonham,Eugene
12893,Shawn McDonald,Eugene
12894,The Visible Men,Eugene
12895,Oregon,Eugene
12896,Susan Raye,Eugene
12897,White Hot Odyssey,Eugene
12898,Justin Meldal-Johnsen,Eugene
12899,The Surf Trio,Eugene
12900,YOB,Eugene
12901,Cletis Carr,Eugene
12902,Adickdid,Eugene
12903,Aerodrone,Eugene
12904,Stewart Copeland,Alexandria
12905,Klark Kent,Alexandria
12906,Bill Gaither,Alexandria
12907,Demis Roussos,Alexandria
12908,Virginia Coalition,Alexandria
12909,J. Holiday,Alexandria
12910,Angham Mohammad Ali Suleiman,Alexandria
12911,Moustafa Amar,Alexandria
12912,Claude Hopkins,Alexandria
12913,Chantal Chamandy,Alexandria
12914,Miriam Makeba,"Johannesburg, Gauteng"
12915,Tammin Sursok,"Johannesburg, Gauteng"
12916,Tweak,"Johannesburg, Gauteng"
12917,Crash Car Burn,"Johannesburg, Gauteng"
12918,Dean Geyer,"Johannesburg, Gauteng"
12919,The Parlotones,"Johannesburg, Gauteng"
12920,Mahlathini and The Mahotella Queens,"Johannesburg, Gauteng"
12921,The Awakening,"Johannesburg, Gauteng"
12922,Mahotella Queens,"Johannesburg, Gauteng"
12923,Danny K,"Johannesburg, Gauteng"
12924,Dino Sofos,"Johannesburg, Gauteng"
12925,Frank Gambale,Canberra
12926,Alchemist,Canberra
12927,The Church,Canberra
12928,Armoured Angel,Canberra
12929,Youth Group,Canberra
12930,Koolism,Canberra
12931,Biftek,Canberra
12932,Falling Joys,Canberra
12933,78 Saab,Canberra
12934,The Bedridden,Canberra
12935,Doug Anthony All Stars,Canberra
12936,Young and Restless,Canberra
12937,Pod People band,Canberra
12938,Blood Red Throne,Kristiansand
12939,In the Woods...,Kristiansand
12940,Trail of Tears,Kristiansand
12941,Scariot,Kristiansand
12942,Communic,Kristiansand
12943,Chain Collector,Kristiansand
12944,Green Carnation,Kristiansand
12945,The Gambit,Turku
12946,Niilo Sevänen,Turku
12947,Callisto,Turku
12948,Funebre,Turku
12949,Deathlike Silence,Turku
12950,Chad Channing,Santa Rosa
12951,Ray Luv,Santa Rosa
12952,Benton Falls,Santa Rosa
12953,Diesel Boy,Santa Rosa
12954,Slipknot,Des Moines
12955,Stone Sour,Des Moines
12956,Paul Gray,Des Moines
12957,Craig Jones,Des Moines
12958,Chris Fehn,Des Moines
12959,To My Surprise,Des Moines
12960,Painface,Des Moines
12961,Sleater-Kinney,Olympia
12962,The Gossip,Olympia
12963,Corin Tucker,Olympia
12964,Bikini Kill,Olympia
12965,Barrett Martin,Olympia
12966,Wolves in the Throne Room,Olympia
12967,The Spinanes,Olympia
12968,Team Dresch,Olympia
12969,Calvin Johnson,Olympia
12970,Anna Oxygen,Olympia
12971,Earth,Olympia
12972,Beat Happening,Olympia
12973,Bratmobile,Olympia
12974,The Microphones,Olympia
12975,Heavens to Betsy,Olympia
12976,godheadSilo,Olympia
12977,Taylor Hawkins,Fort Worth
12978,Toadies,Fort Worth
12979,Kirk Franklin,Fort Worth
12980,Gary Morris,Fort Worth
12981,Gerry Beckley,Fort Worth
12982,Delbert McClinton,Fort Worth
12983,Tex Beneke,Fort Worth
12984,"Oh, Sleeper",Fort Worth
12985,Bloodrock,Fort Worth
12986,Bobby Day,Fort Worth
12987,Jim Price,Fort Worth
12988,Brooke Allison,Fort Worth
12989,Sky Eats Airplane,Fort Worth
12990,Daniele Alexander,Fort Worth
12991,Ferry Corsten,Rotterdam
12992,Sinister,Rotterdam
12993,E-Life,Rotterdam
12994,Ed Warby,Rotterdam
12995,Candee Jay,Rotterdam
12996,Finch,Rotterdam
12997,Clayborn,Rotterdam
12998,DJ Umek,Slovenia
12999,Laibach,Slovenia
13000,Alenka Gotar,Slovenia
13001,Atomik Harmonik,Slovenia
13002,PureH,Slovenia
13003,Melodrom,Slovenia
13004,Borghesia,Slovenia
13005,Perpetuum Jazzile,Slovenia
13006,The Stroj,Slovenia
13007,Paquito D'Rivera,Havana
13008,Cuban Link,Havana
13009,Orishas,Havana
13010,Yotuel Romero,Havana
13011,Gente de Zona,Havana
13012,Youngstown,Youngstown
13013,Tiny Bradshaw,Youngstown
13014,Kier Kirby,Youngstown
13015,Gil Mantera's Party Dream,Youngstown
13016,Cherry Monroe,Youngstown
13017,Dion Pomponio,Youngstown
13018,AC/DC,Sydney
13019,Keith Urban,Sydney
13020,Michael Hutchence,Sydney
13021,INXS,Sydney
13022,Rick Springfield,Sydney
13023,Icehouse,Sydney
13024,Midnight Oil,Sydney
13025,Delta Goodrem,Sydney
13026,Men at Work,Sydney
13027,Sick Puppies,Sydney
13028,The Presets,Sydney
13029,Emma Anzai,Sydney
13030,SPK,Sydney
13031,Angelspit,Sydney
13032,Sam Sparro,Sydney
13033,The Easybeats,Sydney
13034,Jamie O'Neal,Sydney
13035,Spy Vs Spy,Sydney
13036,Mortal Sin,Sydney
13037,The Potbelleez,Sydney
13038,Craig Nicholls,Sydney
13039,Macromantics,Sydney
13040,Radio Birdman,Sydney
13041,Hoodoo Gurus,Sydney
13042,Rebecca St. James,Sydney
13043,Peter Andre,Sydney
13044,Sherrié Austin,Sydney
13045,Darlene Zschech,Sydney
13046,Human Nature,Sydney
13047,Alex K,Sydney
13048,Bliss n Eso,Sydney
13049,Rolf Harris,Sydney
13050,Rose Tattoo,Sydney
13051,Bob Daisley,Sydney
13052,Sneaky Sound System,Sydney
13053,Ryan Griffiths,Sydney
13054,Crime and the City Solution,Sydney
13055,Severed Heads,Sydney
13056,The Amenta,Sydney
13057,Sunnyboys,Sydney
13058,Buffalo,Sydney
13059,Nazxul,Sydney
13060,The Trilobites,Sydney
13061,Sadistik Exekution,Sydney
13062,Art vs. Science,Sydney
13063,Skunkhour,Sydney
13064,kid confucius,Sydney
13065,Astennu,Sydney
13066,Lord Kaos,Sydney
13067,Carpe Tenebrum,Sydney
13068,Frenzal Rhomb,Sydney
13069,Chris Ross,Sydney
13070,Divinyls,Sydney
13071,Ben Lee,Sydney
13072,Sam Littlemore,Sydney
13073,Melissa Tkautz,Sydney
13074,Mental As Anything,Sydney
13075,The Sherbs,Sydney
13076,Died Pretty,Sydney
13077,Deni Hines,Sydney
13078,You Am I,Sydney
13079,Alex Lloyd,Sydney
13080,Crow,Sydney
13081,Glenn Bidmead,Sydney
13082,Luke Munns,Sydney
13083,Candy Harlots,Sydney
13084,Sarah Blasko,Sydney
13085,Shimon Moore,Sydney
13086,Machinations,Sydney
13087,Ghostwriters,Sydney
13088,Urthboy,Sydney
13089,Kathleen de Leon Jones,Sydney
13090,Marty Sampson,Sydney
13091,Joel Houston,Sydney
13092,Abby Dobson,Sydney
13093,Andrew Tierney,Sydney
13094,Josh Pyke,Sydney
13095,Michael Tierney,Sydney
13096,Snob Scrilla,Sydney
13097,The Cruel Sea,Sydney
13098,Lime Spiders,Sydney
13099,Roxanne Clark,Sydney
13100,Patrick Matthews,Sydney
13101,Van She,Sydney
13102,Holly Throsby,Sydney
13103,Youth Group,Sydney
13104,Nikki Webster,Sydney
13105,Decoder Ring,Sydney
13106,Penny Flanagan,Sydney
13107,Phil Burton,Sydney
13108,Brad Heald,Sydney
13109,Jerk,Sydney
13110,Leonardo's Bride,Sydney
13111,Lior,Sydney
13112,Galapagos Duck,Sydney
13113,Primary,Sydney
13114,Mahalia Barnes,Sydney
13115,Faker,Sydney
13116,Finch,Sydney
13117,Luke Gower,Sydney
13118,The Clouds,Sydney
13119,Itch-E and Scratch-E,Sydney
13120,Stu Marshall,Sydney
13121,Jamie Hutchings,Sydney
13122,Katalyst,Sydney
13123,Ratcat,Sydney
13124,Craig Porteils,Sydney
13125,Hamish Rosser,Sydney
13126,Rockmelons,Sydney
13127,The Whitlams,Sydney
13128,Wicked Beat Sound System,Sydney
13129,The Lab,Sydney
13130,The Lovetones,Sydney
13131,The Mess Hall,Sydney
13132,Flash and the Pan,Sydney
13133,PVT,Sydney
13134,Julian Hamilton,Sydney
13135,Expatriate,Sydney
13136,Daysend,Sydney
13137,Brielle Davis,Sydney
13138,The Johnnys,Sydney
13139,The Party Boys,Sydney
13140,Starky,Sydney
13141,Sandrine,Sydney
13142,Heaven,Sydney
13143,The Dukes,Sydney
13144,The Venetians,Sydney
13145,Koo De Tah,Sydney
13146,Hi-5,Sydney
13147,Hi5,Sydney
13148,Junto,Sydney
13149,Tim Freedman,Sydney
13150,The Atlantics,Sydney
13151,The Cockroaches,Sydney
13152,Single Gun Theory,Sydney
13153,Cog,Sydney
13154,Gerling,Sydney
13155,Wayne Pride,Sydney
13156,Red Riders,Sydney
13157,The Holidays,Sydney
13158,Nitocris,Sydney
13159,Peabody,Sydney
13160,South End,Sydney
13161,Bridezilla,Sydney
13162,Caligula,Sydney
13163,Switchblade,Sydney
13164,The Sunpilots,Sydney
13165,Scattered order,Sydney
13166,Big Electric Cat,Sydney
13167,Montana,Sydney
13168,Avrigus,Sydney
13169,Cryogenic,Sydney
13170,Mercy Arms,Sydney
13171,Triosk,Sydney
13172,The Visitors,Sydney
13173,New Race,Sydney
13174,The Valley,Sydney
13175,Tambalane,Sydney
13176,The Holy Soul,Sydney
13177,The Impossibles,Sydney
13178,Infernal Method,Sydney
13179,Lux Voltaire,Sydney
13180,Kim Moyes,Sydney
13181,Fossils,Kolkata
13182,Pritam Chakraborty,Kolkata
13183,Roshan Ara Begum,Kolkata
13184,Manny Elias,Kolkata
13185,Debashish Bhattacharya,Kolkata
13186,Cassini's Division,Kolkata
13187,Sandhan,Kolkata
13188,Euphoria,Kolkata
13189,The Undertones,Derry
13190,Nadine Coyle,Derry
13191,Phil Coulter,Derry
13192,Fighting With Wire,Derry
13193,Paul McLoone,Derry
13194,Michael Bolton,New Haven
13195,Hatebreed,New Haven
13196,Loren Mazzacane Connors,New Haven
13197,Ten Shekel Shirt,New Haven
13198,Seth Swirsky,New Haven
13199,Ben Allison,New Haven
13200,Mickey Curry,New Haven
13201,The Five Satins,New Haven
13202,Spring Heeled Jack USA,New Haven
13203,Mixed Company of Yale,New Haven
13204,John Flansburgh,Lincoln
13205,Remedy Drive,Lincoln
13206,John Linnell,Lincoln
13207,John Schlitt,Lincoln
13208,Darren Ockert,Lincoln
13209,Sander Steen,Lincoln
13210,Jon Peter Lewis,Lincoln
13211,VOTA,Lincoln
13212,For Against,Lincoln
13213,The Specs,Lincoln
13214,Aphex Twin,Cornwall
13215,Luke Vibert,Cornwall
13216,Alex Parks,Cornwall
13217,Tom Welham,Cornwall
13218,Mark Hamilton,Cornwall
13219,Thirteen Senses,Cornwall
13220,The Tuss,Cornwall
13221,Buddy Holly,Lubbock
13222,Natalie Maines,Lubbock
13223,Richie McDonald,Lubbock
13224,Delbert McClinton,Lubbock
13225,Mac Davis,Lubbock
13226,Joe Ely,Lubbock
13227,Butch Hancock,Lubbock
13228,Travis Michael Garland,Lubbock
13229,REO Speedwagon,Champaign
13230,Hum,Champaign
13231,Poster Children,Champaign
13232,Braid,Champaign
13233,The Living Blue,Champaign
13234,Headlights,Champaign
13235,The Blackouts,Champaign
13236,The Beauty Shop,Champaign
13237,Flight of the Conchords,Wellington
13238,Shihad,Wellington
13239,The Black Seeds,Wellington
13240,Jon Toogood,Wellington
13241,Ladyhawke,Wellington
13242,Tulele Faletolu,Wellington
13243,Brooke Fraser,Wellington
13244,Birchville Cat Motel,Wellington
13245,Karl Kippenberger,Wellington
13246,Robert Arnold,Wellington
13247,Tom Larkin,Wellington
13248,Fat Freddy's Drop,Wellington
13249,Phil Knight,Wellington
13250,The Phoenix Foundation,Wellington
13251,Lacuna Coil,Milan
13252,Crookers,Milan
13253,Claudio Abbado,Milan
13254,Silver,Milan
13255,Premiata Forneria Marconi,Milan
13256,Bulldozer,Milan
13257,Adriano Celentano,Milan
13258,Gala,Milan
13259,Giovanni Battista Sammartini,Milan
13260,Articolo 31,Milan
13261,Elio e le Storie Tese,Milan
13262,Alex Baroni,Milan
13263,Elis,Milan
13264,Camerata Mediolanense,Milan
13265,Derdian,Milan
13266,The Dining Rooms,Milan
13267,Jacula,Milan
13268,Stormy Six,Milan
13269,Psicosuono,Milan
13270,Fedez,Milan
13271,Bloody Mary,Milan
13272,Beirut,Albuquerque
13273,The Shins,Albuquerque
13274,Randy Castillo,Albuquerque
13275,James Mercer,Albuquerque
13276,The Echoing Green,Albuquerque
13277,Deepsky,Albuquerque
13278,Bob Ostertag,Albuquerque
13279,The Handsome Family,Albuquerque
13280,A Hawk and a Hacksaw,Albuquerque
13281,Gym Class Heroes,Geneva
13282,Travis McCoy,Geneva
13283,Kate Wax,Geneva
13284,Sybreed,Geneva
13285,Knut,Geneva
13286,The Plastic People of the Universe,Prague
13287,Ars Rediviva,Prague
13288,Chaozz,Prague
13289,The Matadors,Prague
13290,Lykathea Aflame,Prague
13291,Helix,Kitchener
13292,Paul Koehler,Kitchener
13293,Copperpenny,Kitchener
13294,Dawud Wharnsby Ali,Kitchener
13295,Shaker,Kitchener
13296,Bec Abbot,Kitchener
13297,Wu-Tang Clan,Staten Island
13298,Ghostface Killah,Staten Island
13299,Method Man,Staten Island
13300,Joan Baez,Staten Island
13301,Raekwon,Staten Island
13302,RZA,Staten Island
13303,Method Man and Redman,Staten Island
13304,Inspectah Deck,Staten Island
13305,Cappadonna,Staten Island
13306,Eamon,Staten Island
13307,Force MD's,Staten Island
13308,Ingrid Michaelson,Staten Island
13309,"Antoine ""T.C.D."" Lundy",Staten Island
13310,Shyheim,Staten Island
13311,David Johansen,Staten Island
13312,Cherry Vanilla,Staten Island
13313,Steven Duren,Staten Island
13314,U-God,Staten Island
13315,Frankee,Staten Island
13316,Jennifer Arroyo,Staten Island
13317,Avon junkies,Staten Island
13318,Emir Kusturica & The No Smoking Orchestra,Sarajevo
13319,Zdravko Čolić,Sarajevo
13320,Goran Bregović,Sarajevo
13321,Tomo Miličević,Sarajevo
13322,Bijelo dugme,Sarajevo
13323,Crvena jabuka,Sarajevo
13324,Divlje jagode,Sarajevo
13325,Indexi,Sarajevo
13326,Mladen Vojicic Tifa,Sarajevo
13327,Tinka Milinović,Sarajevo
13328,Mental escape,Sarajevo
13329,dZihan & Kamien,Sarajevo
13330,Jutro,Sarajevo
13331,Ludovico Einaudi,Turin
13332,Gigi D'Agostino,Turin
13333,Eiffel 65,Turin
13334,Frankie Hi-NRG MC,Turin
13335,Umberto Tozzi,Turin
13336,Samuel Umberto Romano,Turin
13337,Bloom 06,Turin
13338,Disarmonia Mundi,Turin
13339,Melody Fall,Turin
13340,Mind snare,Turin
13341,Subsonica,Turin
13342,Negazione,Turin
13343,Highlord,Turin
13344,ABBA,Stockholm
13345,Robyn,Stockholm
13346,Opeth,Stockholm
13347,Roxette,Stockholm
13348,The Hellacopters,Stockholm
13349,Steve Angello,Stockholm
13350,Peter Bjorn and John,Stockholm
13351,Candlemass,Stockholm
13352,Axwell,Stockholm
13353,Crashdïet,Stockholm
13354,Bathory,Stockholm
13355,Shout Out Louds,Stockholm
13356,A-Teens,Stockholm
13357,Deathstars,Stockholm
13358,Carola Häggkvist,Stockholm
13359,September,Stockholm
13360,E.M.D.,Stockholm
13361,Dark Funeral,Stockholm
13362,Play,Stockholm
13363,Daniel Saucedo,Stockholm
13364,Hypocrisy,Stockholm
13365,Blindside,Stockholm
13366,Ken,Stockholm
13367,Clawfinger,Stockholm
13368,Tiamat,Stockholm
13369,Katatonia,Stockholm
13370,Backyard Babies,Stockholm
13371,Lifelover,Stockholm
13372,Bloodbath,Stockholm
13373,The Field,Stockholm
13374,Siebenbürgen,Stockholm
13375,Andreas Öberg,Stockholm
13376,Fredrik Åkesson,Stockholm
13377,Diabolical Masquerade,Stockholm
13378,Blue Swede,Stockholm
13379,The Real Group,Stockholm
13380,Necrophobic,Stockholm
13381,"""Demons""",Stockholm
13382,Thyrfing,Stockholm
13383,Thunder Express,Stockholm
13384,Snook,Stockholm
13385,Heavy Load,Stockholm
13386,Admonish,Stockholm
13387,Dundertåget,Stockholm
13388,Max Martin,Stockholm
13389,Eagle-Eye Cherry,Stockholm
13390,Fredrika Stahl,Stockholm
13391,Stina Nordenstam,Stockholm
13392,Caroline af Ugglas,Stockholm
13393,Peter Jöback,Stockholm
13394,Marie Serneholt,Stockholm
13395,Peter Iwers,Stockholm
13396,Zak Tell,Stockholm
13397,Fredrik Klingwall,Stockholm
13398,Sarah Dawn Finer,Stockholm
13399,Per-Olov Kindgren,Stockholm
13400,Dhani Lennevald,Stockholm
13401,Tomas Andersson,Stockholm
13402,Martin Sweet,Stockholm
13403,Marcel Jacob,Stockholm
13404,Palle Danielsson,Stockholm
13405,Montt Mardié,Stockholm
13406,Count Raven,Stockholm
13407,General Surgery,Stockholm
13408,Jens Johansson,Stockholm
13409,Dismember,Stockholm
13410,Leif Edling,Stockholm
13411,Eskobar,Stockholm
13412,Ordo Rosarius Equilibrio,Stockholm
13413,Decadence,Stockholm
13414,Regurgitate,Stockholm
13415,Grand Magus,Stockholm
13416,Paatos,Stockholm
13417,Amaran,Stockholm
13418,Death Breath,Stockholm
13419,Seventh Wonder,Stockholm
13420,Sara Lumholdt,Stockholm
13421,Imperiet,Stockholm
13422,Ebba Grön,Stockholm
13423,Zakaria Abdulla,Stockholm
13424,De Lyckliga Kompisarna,Stockholm
13425,KSMB,Stockholm
13426,Run Level Zero,Stockholm
13427,Insision,Stockholm
13428,Eternal Oath,Stockholm
13429,Dupont,Stockholm
13430,Mob 47,Stockholm
13431,Soils of Fate,Stockholm
13432,Ebony Tears,Stockholm
13433,Lowe,Stockholm
13434,Cypress Hill,South Gate
13435,Dave Lombardo,South Gate
13436,Lee Greenwood,South Gate
13437,B-Real,South Gate
13438,Tom Araya,South Gate
13439,Mellow Man Ace,South Gate
13440,Duffy,Cardiff
13441,Charlotte Church,Cardiff
13442,Budgie,Cardiff
13443,Dave Edmunds,Cardiff
13444,Super Furry Animals,Cardiff
13445,Tigertailz,Cardiff
13446,Cerys Matthews,Cardiff
13447,Kids In Glass Houses,Cardiff
13448,Los Campesinos!,Cardiff
13449,Andy Bell,Cardiff
13450,Catatonia,Cardiff
13451,Blue Weaver,Cardiff
13452,Future of the Left,Cardiff
13453,James Fox,Cardiff
13454,Amen Corner,Cardiff
13455,Eugene Francis Jnr,Cardiff
13456,Demented Are Go!,Cardiff
13457,Freur,Cardiff
13458,Apple,Cardiff
13459,James Frost,Cardiff
13460,Mclusky,Cardiff
13461,Young Marble Giants,Cardiff
13462,Jack,Cardiff
13463,Public Disturbance,Cardiff
13464,Paul Chapman,Cardiff
13465,Neon Neon,Cardiff
13466,The Bluehorses,Cardiff
13467,The Hennessys,Cardiff
13468,Gwen Stefani,Anaheim
13469,Jeff Buckley,Anaheim
13470,No Doubt,Anaheim
13471,New Years Day,Anaheim
13472,Tony Ashwin Kanal,Anaheim
13473,Eric Stefani,Anaheim
13474,Lisa Tucker,Anaheim
13475,John Spence,Anaheim
13476,Faulter,Anaheim
13477,Starpool,Anaheim
13478,David Bowie,Brixton
13479,This Heat,Brixton
13480,Tim Simenon,Brixton
13481,Dillinja,Brixton
13482,Danny Kirwan,Brixton
13483,Skin,Brixton
13484,A3,Brixton
13485,Flesh for Lulu,Brixton
13486,Cassetteboy,Brixton
13487,Sex Gang Children,Brixton
13488,The Thirst,Brixton
13489,Vaya Con Dios,Brussels
13490,Natacha Atlas,Brussels
13491,Plastic Bertrand,Brussels
13492,Enthroned,Brussels
13493,Jacques Brel,Brussels
13494,The Dead Texan,Brussels
13495,Oracle,Brussels
13496,Liv Kristine,Stavanger
13497,Sirenia,Stavanger
13498,Theatre of Tragedy,Stavanger
13499,Tristania,Stavanger
13500,Gehenna,Stavanger
13501,Dismal Euphony,Stavanger
13502,Myriads,Stavanger
13503,Artifact,Stavanger
13504,Carmen Elise Espenæs,Stavanger
13505,In Flames,Gothenburg
